CustomerID,Age,Salary,Gender,Country
261,76,50000,Male,France
262,57,19300,Female,England
263,46,29000,Male,Germany
264,31,7600,Female,France
265,48,55000,Female,Germany
266,69,40000,Male,France
267,47,9300,Female,Germany
268,46,37000,Female,France
269,43,40000,Male,England
270,31,42000,Male,England
271,56,30000,Female,France
272,66,32000,Male,England
273,68,34000,Female,Germany
274,39,12600,Male,France
275,62,60000,Female,Germany
276,30,45000,Female,France
277,47,14300,Female,France
278,66,42000,Female,France
279,35,45000,Female,France
280,60,47000,Female,Germany
281,64,35000,Female,Germany
282,51,37000,Male,Germany
283,52,39000,Male,Germany
284,74,17600,Male,Germany
285,72,65000,Male,England
286,57,50000,Male,England
287,60,19300,Male,England
288,78,29000,Male,England
289,63,7600,Male,England
290,22,55000,Male,England
291,65,40000,Female,England
292,60,9300,Female,England
293,78,37000,Male,England
294,54,40000,Male,England
295,79,42000,Female,England
296,67,30000,Male,Germany
297,79,32000,Female,Germany
298,78,34000,Male,Germany
299,70,12600,Female,England
300,68,60000,Male,England
301,56,45000,Female,England
302,52,14300,Female,England
303,26,42000,Male,England
304,26,45000,Male,England
305,46,47000,Female,Germany
306,38,35000,Male,Germany
307,64,37000,Female,Germany
308,37,39000,Male,England
309,63,17600,Female,England
310,60,65000,Male,England
311,38,50000,Female,England
312,48,19300,Female,England
313,55,29000,Male,England
314,39,7600,Male,France
315,35,55000,Female,France
316,39,40000,Male,France
317,41,9300,Female,France
318,42,37000,Male,France
319,77,40000,Female,France
320,70,42000,Female,France
321,22,30000,Female,Germany
322,40,32000,Female,France
323,37,34000,Female,England
324,62,12600,Female,England
325,70,60000,Female,France
326,30,45000,Male,England
327,71,14300,Male,Germany
328,24,42000,Male,France
329,59,45000,Male,Germany
330,72,47000,Male,France
331,80,35000,Male,Germany
332,25,37000,Male,France
333,52,39000,Male,England
334,33,17600,Male,England
335,41,65000,Female,France
336,66,50000,Female,England
337,22,19300,Male,Germany
338,45,29000,Male,France
339,74,7600,Female,Germany
340,47,55000,Male,France
341,72,40000,Female,France
342,43,9300,Male,France
343,65,37000,Female,France
344,49,40000,Female,Germany
345,50,42000,Male,Germany
346,61,30000,Female,Germany
347,52,32000,Female,Germany
348,62,34000,Male,Germany
349,52,12600,Male,England
350,75,60000,Female,England
351,34,45000,Male,England
352,23,14300,Female,England
353,34,42000,Male,England
354,77,45000,Female,England
355,24,47000,Female,England
356,21,35000,Female,England
357,43,37000,Female,England
358,36,39000,Female,England
359,74,17600,Female,England
360,29,65000,Female,Germany
361,57,50000,Male,Germany
362,24,19300,Male,Germany
363,21,29000,Male,England
364,70,7600,Male,England
365,38,55000,Male,England
366,57,40000,Male,England
367,44,9300,Male,England
368,69,37000,Male,England
369,75,40000,Male,Germany
370,61,42000,Female,Germany
371,64,30000,Female,Germany
372,72,32000,Male,England
373,67,34000,Male,England
374,41,12600,Female,England
375,78,60000,Male,England
376,27,45000,Female,England
377,45,14300,Male,England
378,36,42000,Female,France
379,61,45000,Male,France
380,32,47000,Female,France
381,35,35000,Female,France
382,36,37000,Male,France
383,34,39000,Male,France
384,31,17600,Female,France
385,25,65000,Male,Germany
386,39,50000,Female,France
387,63,19300,Male,England
388,80,29000,Female,England
389,68,7600,Male,France
390,62,55000,Female,England
391,80,40000,Female,Germany
392,48,9300,Male,France
393,73,37000,Male,Germany
394,62,40000,Female,France
395,71,42000,Male,Germany
396,41,30000,Female,France
397,36,32000,Male,England
398,28,34000,Female,England
399,61,12600,Female,France
400,40,60000,Female,England
401,60,45000,Female,Germany
402,45,14300,Female,France
403,65,42000,Female,Germany
404,37,45000,Female,France
405,79,47000,Male,France
406,48,35000,Male,France
407,40,37000,Male,France
408,72,39000,Male,Germany
409,68,17600,Male,Germany
410,59,65000,Male,Germany
411,78,50000,Male,Germany
412,57,19300,Male,Germany
413,22,29000,Male,England
414,50,7600,Female,England
415,60,55000,Female,England
416,22,40000,Male,England
417,65,9300,Male,England
418,23,37000,Female,England
419,44,40000,Male,England
420,20,42000,Female,England
421,40,30000,Male,England
422,46,32000,Female,England
423,28,34000,Female,England
424,65,12600,Male,Germany
425,23,60000,Female,Germany
426,36,45000,Female,Germany
427,41,14300,Male,England
428,35,42000,Male,England
429,79,45000,Female,England
430,32,47000,Male,England
431,76,35000,Female,England
432,47,37000,Male,England
433,76,39000,Female,Germany
434,37,17600,Female,Germany
435,46,65000,Female,Germany
436,33,50000,Female,England
437,53,19300,Female,England
438,62,29000,Female,England
439,35,7600,Female,England
440,78,55000,Male,England
441,25,40000,Male,England
442,71,9300,Male,France
443,78,37000,Male,France
444,25,40000,Male,France
445,74,42000,Male,France
446,75,30000,Male,France
447,73,32000,Male,France
448,70,34000,Male,France
449,73,12600,Female,Germany
450,48,60000,Female,France
451,50,45000,Male,England
452,30,14300,Male,England
453,29,42000,Female,France
454,60,45000,Male,England
455,40,47000,Female,Germany
456,42,35000,Male,France
457,36,37000,Female,Germany
458,25,39000,Male,France
459,65,17600,Female,Germany
460,78,65000,Female,France
461,28,50000,Male,England
462,80,19300,Male,England
463,65,29000,Female,France
464,53,7600,Male,England
465,46,55000,Female,Germany
466,23,40000,Male,France
467,51,9300,Female,Germany
468,78,37000,Male,France
469,21,40000,Female,France
470,48,42000,Female,France
471,65,30000,Male,France
472,68,32000,Male,Germany
473,66,34000,Female,Germany
474,29,12600,Male,Germany
475,58,60000,Female,Germany
476,68,45000,Male,Germany
477,36,14300,Female,England
478,49,42000,Female,England
479,79,45000,Female,England
480,76,47000,Female,England
481,35,35000,Female,England
482,50,37000,Female,England
483,72,39000,Female,England
484,28,17600,Male,England
485,54,65000,Male,England
486,75,50000,Male,England
487,31,19300,Male,England
488,57,29000,Male,Germany
489,29,7600,Male,Germany
490,59,55000,Male,Germany
491,58,40000,Male,England
492,44,9300,Male,England
493,68,37000,Female,England
494,74,40000,Female,England
495,58,42000,Male,England
496,40,30000,Male,England
497,32,32000,Female,Germany
498,48,34000,Male,Germany
499,54,12600,Female,Germany
500,47,60000,Male,England
501,79,45000,Female,England
502,72,14300,Female,England
503,23,42000,Male,England
504,66,45000,Female,England
505,68,47000,Female,England
506,22,35000,Male,France
507,61,37000,Male,France
508,76,39000,Female,France
509,80,17600,Male,France
510,22,65000,Female,France
511,34,50000,Male,France
512,69,19300,Female,France
513,30,29000,Female,Germany
514,70,7600,Female,France
515,57,55000,Female,England
516,36,40000,Female,England
517,32,9300,Female,France
518,24,37000,Female,England
519,40,40000,Male,Germany
520,64,42000,Male,France
521,72,30000,Male,Germany
522,42,32000,Male,France
523,77,34000,Male,Germany
524,59,12600,Male,France
525,73,60000,Male,England
526,70,45000,Male,England
527,36,14300,Male,France
528,42,42000,Female,England
529,63,45000,Female,Germany
530,34,47000,Male,France
531,23,35000,Male,Germany
532,24,37000,Female,France
533,79,39000,Male,France
534,51,17600,Female,France
535,59,65000,Male,France
536,43,50000,Female,Germany
537,38,19300,Male,Germany
538,78,29000,Female,Germany
539,63,7600,Female,Germany
540,70,55000,Male,Germany
541,52,40000,Male,England
542,70,9300,Female,England
543,24,37000,Male,England
544,46,40000,Female,England
545,40,42000,Male,England
546,73,30000,Female,England
547,73,32000,Male,England
548,49,34000,Female,England
549,35,12600,Female,England
550,54,60000,Male,England
551,41,45000,Male,England
552,76,14300,Female,Germany
553,29,42000,Male,Germany
554,74,45000,Female,Germany
555,49,47000,Male,England
556,47,35000,Female,England
557,54,37000,Female,England
558,68,39000,Female,England
559,76,17600,Female,England
560,67,65000,Female,England
561,50,50000,Female,Germany
562,58,19300,Female,Germany
563,66,29000,Male,Germany
564,78,7600,Male,England
565,24,55000,Male,England
566,45,40000,Male,England
567,57,9300,Male,England
568,77,37000,Male,England
569,80,40000,Male,England
570,66,42000,Male,France
571,39,30000,Male,France
572,44,32000,Female,France
573,53,34000,Female,France
574,70,12600,Male,France
575,26,60000,Male,France
576,52,45000,Female,France
577,73,14300,Male,Germany
578,75,42000,Female,France
579,39,45000,Male,England
580,50,47000,Female,England
581,33,35000,Female,France
582,47,37000,Male,England
583,27,39000,Female,Germany
584,28,17600,Female,France
585,58,65000,Male,Germany
586,58,50000,Male,France
587,20,19300,Female,Germany
588,26,29000,Male,France
589,79,7600,Female,England
590,54,55000,Male,England
591,71,40000,Female,France
592,60,9300,Female,England
593,31,37000,Female,Germany
594,21,40000,Female,France
595,26,42000,Female,Germany
596,29,30000,Female,France
597,62,32000,Female,France
598,71,34000,Male,France
599,72,12600,Male,France
600,71,60000,Male,Germany
601,78,45000,Male,Germany
602,66,14300,Male,Germany
603,62,42000,Male,Germany
604,64,45000,Male,Germany
605,40,47000,Male,England
606,40,35000,Male,England
607,78,37000,Female,England
608,57,39000,Female,England
609,65,17600,Male,England
610,32,65000,Male,England
611,61,50000,Female,England
612,43,19300,Male,England
613,60,29000,Female,England
614,69,7600,Male,England
615,46,55000,Female,England
616,23,40000,Male,Germany
617,54,9300,Female,Germany
618,57,37000,Female,Germany
619,38,40000,Male,England
620,39,42000,Male,England
621,50,30000,Female,England
622,60,32000,Male,England
623,66,34000,Female,England
624,46,12600,Male,England
625,62,60000,Female,Germany
626,59,45000,Male,Germany
627,64,14300,Female,Germany
628,67,42000,Female,England
629,34,45000,Male,England
630,53,47000,Male,England
631,20,35000,Female,England
632,72,37000,Male,England
633,33,39000,Female,England
634,50,17600,Male,France
635,62,65000,Female,France
636,55,50000,Female,France
637,67,19300,Female,France
638,53,29000,Female,France
639,64,7600,Female,France
640,66,55000,Female,France
641,36,40000,Female,Germany
642,44,9300,Male,France
643,78,37000,Male,England
644,50,40000,Male,England
645,22,42000,Male,France
646,76,30000,Male,England
647,23,32000,Male,Germany
648,40,34000,Male,France
649,69,12600,Male,Germany
650,48,60000,Male,France
651,43,45000,Female,Germany
652,79,14300,Female,France
653,24,42000,Male,England
654,33,45000,Male,England
655,75,47000,Female,France
656,52,35000,Male,England
657,21,37000,Female,Germany
658,58,39000,Male,France
659,56,17600,Female,Germany
660,44,65000,Female,France
661,55,50000,Male,France
662,65,19300,Female,France
663,55,29000,Female,France
664,67,7600,Male,Germany
665,52,55000,Male,Germany
666,29,40000,Female,Germany
667,75,9300,Male,Germany
668,67,37000,Female,Germany
669,33,40000,Male,England
670,43,42000,Female,England
671,76,30000,Female,England
672,41,32000,Female,England
673,39,34000,Female,England
674,24,12600,Female,England
675,24,60000,Female,England
676,68,45000,Female,England
677,80,14300,Male,England
678,22,42000,Male,England
679,62,45000,Male,England
680,60,47000,Male,Germany
681,65,35000,Male,Germany
682,53,37000,Male,Germany
683,50,39000,Male,England
684,31,17600,Male,England
685,76,65000,Male,England
686,72,50000,Female,England
687,22,19300,Female,England
688,28,29000,Male,England
689,51,7600,Male,Germany
690,29,55000,Female,Germany
691,45,40000,Male,Germany
692,41,9300,Female,England
693,23,37000,Male,England
694,65,40000,Female,England
695,78,42000,Male,England
696,39,30000,Female,England
697,63,32000,Female,England
698,26,34000,Male,France
699,32,12600,Male,France
700,71,60000,Female,France
701,68,45000,Male,France
702,40,14300,Female,France
703,64,42000,Male,France
704,76,45000,Female,France
705,28,47000,Male,Germany
706,80,35000,Female,France
707,43,37000,Female,England
708,43,39000,Male,England
709,78,17600,Male,France
710,49,65000,Female,England
711,29,50000,Male,Germany
712,41,19300,Female,France
713,63,29000,Male,Germany
714,66,7600,Female,France
715,64,55000,Female,Germany
716,46,40000,Female,France
717,48,9300,Female,England
718,34,37000,Female,England
719,24,40000,Female,France
720,54,42000,Female,England
721,79,30000,Male,Germany
722,57,32000,Male,France
723,61,34000,Male,Germany
724,53,12600,Male,France
725,55,60000,Male,France
726,37,45000,Male,France
727,40,14300,Male,France
728,40,42000,Male,Germany
729,60,45000,Male,Germany
730,43,47000,Female,Germany
731,58,35000,Female,Germany
732,57,37000,Male,Germany
733,80,39000,Male,England
734,45,17600,Female,England
735,54,65000,Male,England
736,46,50000,Female,England
737,66,19300,Male,England
738,56,29000,Female,England
739,40,7600,Female,England
740,39,55000,Male,England
741,57,40000,Female,England
742,58,9300,Female,England
743,61,37000,Male,England
744,45,40000,Male,Germany
745,59,42000,Female,Germany
746,77,30000,Male,Germany
747,33,32000,Female,England
748,50,34000,Male,England
749,30,12600,Female,England
750,69,60000,Female,England
751,64,45000,Female,England
752,22,14300,Female,England
753,49,42000,Female,Germany
754,38,45000,Female,Germany
755,28,47000,Female,Germany
756,59,35000,Male,England
757,62,37000,Male,England
758,69,39000,Male,England
759,42,17600,Male,England
760,46,65000,Male,England
761,71,50000,Male,England
762,78,19300,Male,France
763,52,29000,Male,France
764,80,7600,Male,France
765,31,55000,Female,France
766,64,40000,Female,France
767,68,9300,Male,France
768,60,37000,Male,France
769,52,40000,Female,Germany
770,23,42000,Male,France
771,21,30000,Female,England
772,25,32000,Male,England
773,34,34000,Female,France
774,76,12600,Male,England
775,78,60000,Female,Germany
776,26,45000,Female,France
777,54,14300,Male,Germany
778,67,42000,Male,France
779,41,45000,Female,Germany
780,57,47000,Male,France
781,24,35000,Female,England
782,34,37000,Male,England
783,24,39000,Female,France
784,42,17600,Male,England
785,54,65000,Female,Germany
786,24,50000,Female,France
787,80,19300,Male,Germany
788,53,29000,Male,France
789,46,7600,Female,France
790,72,55000,Male,France
791,37,40000,Female,France
792,65,9300,Male,Germany
793,49,37000,Female,Germany
794,36,40000,Female,Germany
795,63,42000,Female,Germany
796,27,30000,Female,Germany
797,63,32000,Female,England
798,20,34000,Female,England
799,58,12600,Female,England
800,57,60000,Male,England
801,58,45000,Male,England
802,51,14300,Male,England
803,34,42000,Male,England
804,46,45000,Male,England
805,48,47000,Male,England
806,67,35000,Male,England
807,50,37000,Male,England
808,33,39000,Male,Germany
809,67,17600,Female,Germany
810,23,65000,Female,Germany
811,55,50000,Male,England
812,48,19300,Male,England
813,67,29000,Female,England
814,51,7600,Male,England
815,80,55000,Female,England
816,62,40000,Male,England
817,71,9300,Female,Germany
818,65,37000,Female,Germany
819,57,40000,Male,Germany
820,45,42000,Female,England
821,20,30000,Female,England
822,75,32000,Male,England
823,39,34000,Male,England
824,71,12600,Female,England
825,58,60000,Male,England
826,78,45000,Female,France
827,27,14300,Male,France
828,55,42000,Female,France
829,23,45000,Female,France
830,43,47000,Female,France
831,75,35000,Female,France
832,23,37000,Female,France
833,49,39000,Female,Germany
834,51,17600,Female,France
835,68,65000,Male,England
836,62,50000,Male,England
837,27,19300,Male,France
838,58,29000,Male,England
839,39,7600,Male,Germany
840,32,55000,Male,France
841,48,40000,Male,Germany
842,47,9300,Male,France
843,66,37000,Male,Germany
844,27,40000,Female,France
845,28,42000,Female,England
846,22,30000,Male,England
847,70,32000,Male,France
848,48,34000,Female,England
849,57,12600,Male,Germany
850,57,60000,Female,France
851,68,45000,Male,Germany
852,51,14300,Female,France
853,76,42000,Male,France
854,77,45000,Female,France
855,68,47000,Female,France
856,76,35000,Male,Germany
857,70,37000,Male,Germany
858,41,39000,Female,Germany
859,47,17600,Male,Germany
860,23,65000,Female,Germany
861,72,50000,Male,England
862,71,19300,Female,England
863,60,29000,Male,England
864,55,7600,Female,England
865,48,55000,Female,England
866,69,40000,Male,England
867,40,9300,Male,England
868,63,37000,Female,England
869,60,40000,Male,England
870,80,42000,Female,England
871,44,30000,Male,England
872,72,32000,Female,Germany
873,30,34000,Female,Germany
874,37,12600,Female,Germany
875,60,60000,Female,England
876,60,45000,Female,England
877,43,14300,Female,England
878,36,42000,Female,England
879,35,45000,Male,England
880,62,47000,Male,England
881,46,35000,Male,Germany
882,32,37000,Male,Germany
883,38,39000,Male,Germany
884,59,17600,Male,England
885,79,65000,Male,England
886,29,50000,Male,England
887,75,19300,Male,England
888,31,29000,Female,England
889,27,7600,Female,England
890,61,55000,Male,France
891,43,40000,Male,France
892,71,9300,Female,France
893,53,37000,Male,France
894,66,40000,Female,France
895,22,42000,Male,France
896,72,30000,Female,France
897,33,32000,Female,Germany
898,43,34000,Male,France
899,76,12600,Female,England
900,79,60000,Female,England
901,75,45000,Male,France
902,80,14300,Male,England
903,30,42000,Female,Germany
904,64,45000,Male,France
905,65,47000,Female,Germany
906,39,35000,Male,France
907,65,37000,Female,Germany
908,27,39000,Female,France
909,49,17600,Female,England
910,31,65000,Female,England
911,64,50000,Female,France
912,74,19300,Female,England
913,28,29000,Female,Germany
914,61,7600,Male,France
915,78,55000,Male,Germany
916,62,40000,Male,France
917,47,9300,Male,France
918,42,37000,Male,France
919,76,40000,Male,France
920,56,42000,Male,Germany
921,53,30000,Male,Germany
922,69,32000,Male,Germany
923,38,34000,Female,Germany
924,43,12600,Female,Germany
925,79,60000,Male,England
926,62,45000,Male,England
927,73,14300,Female,England
928,29,42000,Male,England
929,59,45000,Female,England
930,72,47000,Male,England
931,69,35000,Female,England
932,80,37000,Male,England
933,25,39000,Female,England
934,60,17600,Female,England
935,65,65000,Male,England
936,49,50000,Male,Germany
937,60,19300,Female,Germany
938,65,29000,Male,Germany
939,47,7600,Female,England
940,33,55000,Male,England
941,24,40000,Female,England
942,35,9300,Male,England
943,45,37000,Female,England
944,64,40000,Female,England
945,74,42000,Male,Germany
946,49,30000,Male,Germany
947,64,32000,Female,Germany
948,67,34000,Male,England
949,79,12600,Female,England
950,34,60000,Male,England
951,27,45000,Female,England
952,40,14300,Female,England
953,39,42000,Female,England
954,68,45000,Female,France
955,34,47000,Female,France
956,65,35000,Female,France
957,30,37000,Female,France
958,66,39000,Male,France
959,61,17600,Male,France
960,44,65000,Male,France
961,58,50000,Male,Germany
962,64,19300,Male,France
963,65,29000,Male,England
964,60,7600,Male,England
965,69,55000,Male,France
966,24,40000,Male,England
967,65,9300,Female,Germany
968,49,37000,Female,France
969,50,40000,Male,Germany
970,42,42000,Male,France
971,53,30000,Female,Germany
972,73,32000,Male,France
973,28,34000,Female,England
974,39,12600,Male,England
975,70,60000,Female,France
976,66,45000,Female,England
977,37,14300,Male,Germany
978,62,42000,Female,France
979,66,45000,Female,Germany
980,39,47000,Male,France
981,67,35000,Male,France
982,47,37000,Female,France
983,78,39000,Male,France
984,73,17600,Female,Germany
985,37,65000,Male,Germany
986,39,50000,Female,Germany
987,56,19300,Female,Germany
988,52,29000,Female,Germany
989,35,7600,Female,England
990,33,55000,Female,England
991,23,40000,Female,England
992,51,9300,Female,England
993,64,37000,Male,England
994,53,40000,Male,England
995,52,42000,Male,England
996,77,30000,Male,England
997,24,32000,Male,England
998,47,34000,Male,England
999,28,12600,Male,England
1000,43,60000,Male,Germany
1001,28,45000,Male,Germany
1002,54,14300,Female,Germany
1003,33,42000,Female,England
1004,46,45000,Male,England
1005,47,47000,Male,England
1006,33,35000,Female,England
1007,60,37000,Male,England
1008,74,39000,Female,England
1009,34,17600,Male,Germany
1010,57,65000,Female,Germany
1011,37,50000,Male,Germany
1012,56,19300,Female,England
1013,23,29000,Female,England
1014,56,7600,Male,England
1015,23,55000,Male,England
1016,66,40000,Female,England
1017,69,9300,Male,England
1018,22,37000,Female,France
1019,55,40000,Male,France
1020,53,42000,Female,France
1021,72,30000,Male,France
1022,79,32000,Female,France
1023,57,34000,Female,France
1024,40,12600,Male,France
1025,65,60000,Male,Germany
1026,68,45000,Female,France
1027,45,14300,Male,England
1028,47,42000,Female,England
1029,42,45000,Male,France
1030,79,47000,Female,England
1031,78,35000,Female,Germany
1032,51,37000,Female,France
1033,25,39000,Female,Germany
1034,73,17600,Female,France
1035,35,65000,Female,Germany
1036,78,50000,Female,France
1037,57,19300,Male,England
1038,49,29000,Male,England
1039,38,7600,Male,France
1040,30,55000,Male,England
1041,69,40000,Male,Germany
1042,52,9300,Male,France
1043,31,37000,Male,Germany
1044,33,40000,Male,France
1045,61,42000,Male,France
1046,33,30000,Female,France
1047,65,32000,Female,France
1048,44,34000,Male,Germany
1049,21,12600,Male,Germany
1050,50,60000,Female,Germany
1051,67,45000,Male,Germany
1052,61,14300,Female,Germany
1053,57,42000,Male,England
1054,43,45000,Female,England
1055,52,47000,Female,England
1056,27,35000,Male,England
1057,32,37000,Female,England
1058,77,39000,Female,England
1059,20,17600,Male,England
1060,75,65000,Male,England
1061,61,50000,Female,England
1062,57,19300,Male,England
1063,48,29000,Female,England
1064,25,7600,Male,Germany
1065,29,55000,Female,Germany
1066,62,40000,Female,Germany
1067,21,9300,Female,England
1068,73,37000,Female,England
1069,26,40000,Female,England
1070,29,42000,Female,England
1071,73,30000,Female,England
1072,43,32000,Male,England
1073,22,34000,Male,Germany
1074,30,12600,Male,Germany
1075,58,60000,Male,Germany
1076,71,45000,Male,England
1077,39,14300,Male,England
1078,65,42000,Male,England
1079,41,45000,Male,England
1080,28,47000,Male,England
1081,54,35000,Female,England
1082,67,37000,Female,France
1083,72,39000,Male,France
1084,74,17600,Male,France
1085,20,65000,Female,France
1086,35,50000,Male,France
1087,29,19300,Female,France
1088,54,29000,Male,France
1089,58,7600,Female,Germany
1090,34,55000,Male,France
1091,32,40000,Female,England
1092,64,9300,Female,England
1093,76,37000,Male,France
1094,73,40000,Male,England
1095,57,42000,Female,Germany
1096,70,30000,Male,France
1097,27,32000,Female,Germany
1098,35,34000,Male,France
1099,43,12600,Female,Germany
1100,24,60000,Male,France
1101,80,45000,Female,England
1102,58,14300,Female,England
1103,30,42000,Male,France
1104,35,45000,Male,England
1105,38,47000,Female,Germany
